resume_text,quality
"Experienced professional with skills in Deep Learning, Docker, SQL, PyTorch, Machine Learning and over 4 years of experience.",2
"Graduate with knowledge of CSS, Communication, C++, Excel seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, Data Analysis, PyTorch, NLP, SQL and over 3 years of experience.",2
"Experienced professional with skills in PyTorch, Machine Learning, Python, Deep Learning, Docker and over 8 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Python, NLP, Data Analysis, Deep Learning, SQL and over 5 years of experience.",2
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Cloud, SQL, Data Analysis, Deep Learning, NLP and over 6 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, SQL, PyTorch, Python, Deep Learning and over 4 years of experience.",2
"Graduate with knowledge of CSS, JavaScript, Basic Python, Excel seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, TensorFlow, SQL, Cloud, PyTorch and over 9 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Cloud, Python, Docker, TensorFlow, PyTorch and over 3 years of experience.",2
"Graduate with knowledge of C++, Excel, HTML, CSS seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, CSS, JavaScript, Communication seeking entry level opportunity.",1
"Graduate with knowledge of C, C++, JavaScript, Java seeking entry level opportunity.",1
"Graduate with knowledge of C++, C, Excel, CSS seeking entry level opportunity.",1
"Graduate with knowledge of HTML, C++, JavaScript, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Python, TensorFlow, Deep Learning, SQL, Cloud and over 10 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, Python, PyTorch, Cloud, Machine Learning and over 9 years of experience.",2
"Graduate with knowledge of C++, CSS, JavaScript, Communication seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of Basic Python, Excel, C++, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Excel, HTML, JavaScript, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Machine Learning, Deep Learning, SQL, PyTorch and over 4 years of experience.",2
"Graduate with knowledge of C++, Communication, Basic Python, HTML seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Cloud, SQL, Deep Learning, Machine Learning, NLP and over 9 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Java, Basic Python, JavaScript, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Docker, Machine Learning, PyTorch, Python, Data Analysis and over 10 years of experience.",2
"Graduate with knowledge of HTML, Java, C, C++ seeking entry level opportunity.",1
"Graduate with knowledge of C++, JavaScript, HTML, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, SQL, Python, PyTorch, Docker and over 8 years of experience.",2
"Graduate with knowledge of Basic Python, HTML, C++, Communication seeking entry level opportunity.",1
"Graduate with knowledge of Java, C, C++, Excel seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in Cloud, Python, SQL, Data Analysis, Docker and over 10 years of experience.",2
"Experienced professional with skills in PyTorch, Cloud, Machine Learning, SQL, Data Analysis and over 10 years of experience.",2
"Graduate with knowledge of HTML, Basic Python, Excel, Communication seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Deep Learning, NLP, Python, Cloud and over 9 years of experience.",2
"Experienced professional with skills in Cloud, Machine Learning, PyTorch, Deep Learning, Data Analysis and over 6 years of experience.",2
"Graduate with knowledge of C++, C, CSS, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of C, Communication, HTML, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Deep Learning, Cloud, Python, PyTorch and over 7 years of experience.",2
"Graduate with knowledge of C++, Basic Python, Excel, C seeking entry level opportunity.",1
"Graduate with knowledge of Java, C, Basic Python, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, NLP, Python, Docker, Data Analysis and over 4 years of experience.",2
"Experienced professional with skills in Deep Learning, Machine Learning, Cloud, SQL, Data Analysis and over 5 years of experience.",2
"Graduate with knowledge of CSS, HTML, Java, C++ seeking entry level opportunity.",1
"Graduate with knowledge of Java, CSS, Excel, HTML seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Python, Machine Learning, TensorFlow, Cloud and over 6 years of experience.",2
"Graduate with knowledge of Java, Excel, Communication, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, Java, CSS, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, PyTorch, Python, NLP, TensorFlow and over 9 years of experience.",2
"Experienced professional with skills in Data Analysis, Machine Learning, Deep Learning, Cloud, Python and over 3 years of experience.",2
"Experienced professional with skills in Machine Learning, SQL, TensorFlow, PyTorch, NLP and over 3 years of experience.",2
"Graduate with knowledge of C++, Excel, C, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Basic Python, Java, HTML seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, HTML, CSS, Java seeking entry level opportunity.",1
"Experienced professional with skills in Python, PyTorch, NLP, TensorFlow, Docker and over 10 years of experience.",2
"Experienced professional with skills in PyTorch, Docker, Machine Learning, Deep Learning, Data Analysis and over 10 years of experience.",2
"Graduate with knowledge of C++, C, Basic Python, HTML seeking entry level opportunity.",1
"Experienced professional with skills in NLP, PyTorch, Docker, Data Analysis, Cloud and over 7 years of experience.",2
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of JavaScript, CSS, Excel, C++ seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Docker, Cloud, Machine Learning, Deep Learning and over 5 years of experience.",2
"Graduate with knowledge of Java, Communication, C, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, TensorFlow, Data Analysis, Deep Learning, Machine Learning and over 6 years of experience.",2
"Experienced professional with skills in TensorFlow, Docker, SQL, Cloud, Machine Learning and over 6 years of experience.",2
"Experienced professional with skills in Data Analysis, Python, PyTorch, SQL, Deep Learning and over 10 years of experience.",2
"Experienced professional with skills in Data Analysis, Docker, SQL, NLP, Cloud and over 5 years of experience.",2
"Experienced professional with skills in Cloud, TensorFlow, SQL, Deep Learning, NLP and over 3 years of experience.",2
"Experienced professional with skills in PyTorch, NLP, Machine Learning, TensorFlow, Cloud and over 5 years of experience.",2
"Experienced professional with skills in Cloud, Data Analysis, Python, Docker, TensorFlow and over 3 years of experience.",2
"Experienced professional with skills in Docker, Deep Learning, SQL, Python, Machine Learning and over 5 years of experience.",2
"Experienced professional with skills in Cloud, SQL, Machine Learning, PyTorch, Deep Learning and over 6 years of experience.",2
"Experienced professional with skills in TensorFlow, Docker, Machine Learning, NLP, Cloud and over 8 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C, Excel, HTML, Java seeking entry level opportunity.",1
"Graduate with knowledge of Communication, C++, C, HTML seeking entry level opportunity.",1
"Experienced professional with skills in Python, Deep Learning, SQL, Docker, NLP and over 4 years of experience.",2
"Graduate with knowledge of Communication, C, HTML, C++ seeking entry level opportunity.",1
"Graduate with knowledge of C++, Basic Python, HTML, Communication seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, Deep Learning, TensorFlow, SQL, Docker and over 3 years of experience.",2
"Graduate with knowledge of Communication, C, Basic Python, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, SQL, Data Analysis, Docker, Cloud and over 3 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Cloud, Machine Learning, Data Analysis, TensorFlow, Docker and over 4 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Cloud, Docker, NLP, Deep Learning and over 8 years of experience.",2
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of CSS, HTML, JavaScript, Java seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in SQL, Cloud, Machine Learning, PyTorch, Docker and over 3 years of experience.",2
"Graduate with knowledge of JavaScript, CSS, Excel, Basic Python seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of C, Java, JavaScript, Communication seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, PyTorch, SQL, Deep Learning, TensorFlow and over 10 years of experience.",2
"Experienced professional with skills in TensorFlow, NLP, Data Analysis, Machine Learning, Cloud and over 7 years of experience.",2
"Experienced professional with skills in PyTorch, NLP, Machine Learning, Data Analysis, SQL and over 6 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, Python, Docker, PyTorch, Cloud and over 6 years of experience.",2
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, C, CSS, C++ seeking entry level opportunity.",1
"Graduate with knowledge of C, HTML, Excel, JavaScript seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of C++, HTML, JavaScript, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Python, SQL, PyTorch, Data Analysis and over 6 years of experience.",2
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Deep Learning, Data Analysis, Docker, Machine Learning and over 10 years of experience.",2
"Experienced professional with skills in Python, Data Analysis, TensorFlow, Machine Learning, Deep Learning and over 4 years of experience.",2
"Graduate with knowledge of Communication, Java, CSS, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Machine Learning, Docker, PyTorch, NLP and over 5 years of experience.",2
"Graduate with knowledge of CSS, JavaScript, Basic Python, Excel seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Python, Deep Learning, PyTorch, Data Analysis, TensorFlow and over 6 years of experience.",2
"Graduate with knowledge of Java, C++, C, Communication seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, TensorFlow, Machine Learning, Python, SQL and over 5 years of experience.",2
"Experienced professional with skills in Cloud, TensorFlow, Deep Learning, NLP, PyTorch and over 3 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of JavaScript, CSS, Basic Python, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Machine Learning, PyTorch, Python, TensorFlow and over 10 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of C, Communication, CSS, Excel seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Excel, Basic Python, Java seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Data Analysis, Machine Learning, PyTorch, SQL and over 4 years of experience.",2
"Graduate with knowledge of Communication, CSS, HTML, Java seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of C++, C, Communication, HTML seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, PyTorch, Deep Learning, Docker, Machine Learning and over 4 years of experience.",2
Fresher with no significant technical experience.,0
"Experienced professional with skills in NLP, Deep Learning, Cloud, Python, SQL and over 9 years of experience.",2
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, C++, C, Communication seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, Python, Deep Learning, Cloud, NLP and over 3 years of experience.",2
"Graduate with knowledge of CSS, Basic Python, Communication, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Python, Data Analysis, PyTorch, NLP, SQL and over 3 years of experience.",2
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of JavaScript, Java, Communication, C seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Python, Deep Learning, Cloud, Docker, TensorFlow and over 3 years of experience.",2
"Graduate with knowledge of C++, Communication, JavaScript, C seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, PyTorch, Machine Learning, NLP, Python and over 10 years of experience.",2
"Graduate with knowledge of Communication, Java, C, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Python, NLP, SQL, Data Analysis, Docker and over 3 years of experience.",2
"Graduate with knowledge of Java, C++, JavaScript, HTML seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, Deep Learning, Cloud, Docker, Data Analysis and over 8 years of experience.",2
"Graduate with knowledge of C++, C, CSS, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Python, Machine Learning, PyTorch, TensorFlow and over 5 years of experience.",2
"Experienced professional with skills in NLP, Machine Learning, Docker, Data Analysis, Cloud and over 3 years of experience.",2
"Graduate with knowledge of C++, Excel, Java, JavaScript seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of CSS, Basic Python, Java, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Java, Communication, C++, C seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C++, Excel, Java, Communication seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Cloud, Data Analysis, Machine Learning, Deep Learning and over 8 years of experience.",2
"Experienced professional with skills in SQL, TensorFlow, Machine Learning, Data Analysis, Deep Learning and over 8 years of experience.",2
"Graduate with knowledge of Excel, HTML, Communication, Java seeking entry level opportunity.",1
"Graduate with knowledge of HTML, Basic Python, C++, Java seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, JavaScript, C, Java seeking entry level opportunity.",1
"Experienced professional with skills in Python, SQL, NLP, Machine Learning, TensorFlow and over 4 years of experience.",2
"Experienced professional with skills in Cloud, Data Analysis, NLP, Machine Learning, SQL and over 5 years of experience.",2
"Experienced professional with skills in Machine Learning, SQL, Docker, PyTorch, Deep Learning and over 6 years of experience.",2
Fresher with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of Communication, C, CSS, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Communication, C, JavaScript seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in Cloud, Machine Learning, Docker, Data Analysis, SQL and over 4 years of experience.",2
"Graduate with knowledge of Java, Communication, C, HTML seeking entry level opportunity.",1
"Graduate with knowledge of C, Basic Python, JavaScript, C++ seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Deep Learning, Docker, SQL, Data Analysis and over 10 years of experience.",2
"Experienced professional with skills in Python, Docker, Cloud, Deep Learning, Machine Learning and over 3 years of experience.",2
"Experienced professional with skills in TensorFlow, Machine Learning, Data Analysis, Deep Learning, PyTorch and over 5 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of HTML, C++, Communication, Java seeking entry level opportunity.",1
"Graduate with knowledge of Excel, C++, JavaScript, Communication seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, SQL, NLP, Cloud, Machine Learning and over 8 years of experience.",2
"Experienced professional with skills in Deep Learning, SQL, Docker, TensorFlow, Cloud and over 10 years of experience.",2
"Experienced professional with skills in Python, PyTorch, TensorFlow, Deep Learning, Cloud and over 9 years of experience.",2
"Experienced professional with skills in PyTorch, NLP, SQL, Deep Learning, Data Analysis and over 9 years of experience.",2
"Experienced professional with skills in Data Analysis, Python, TensorFlow, PyTorch, SQL and over 9 years of experience.",2
"Graduate with knowledge of Communication, Java, Excel, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Python, NLP, TensorFlow, SQL, Docker and over 3 years of experience.",2
"Graduate with knowledge of CSS, JavaScript, Basic Python, C seeking entry level opportunity.",1
"Graduate with knowledge of Communication, JavaScript, CSS, C seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Docker, NLP, Data Analysis, Machine Learning and over 10 years of experience.",2
"Experienced professional with skills in PyTorch, NLP, SQL, Deep Learning, Machine Learning and over 7 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in SQL, Cloud, Python, TensorFlow, NLP and over 3 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in SQL, TensorFlow, Machine Learning, PyTorch, Docker and over 8 years of experience.",2
Fresher with no significant technical experience.,0
"Graduate with knowledge of Communication, C, CSS, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, Java, HTML, Excel seeking entry level opportunity.",1
"Graduate with knowledge of C, Communication, CSS, Basic Python seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, Docker, Python, Deep Learning, SQL and over 10 years of experience.",2
"Graduate with knowledge of Communication, C++, Java, C seeking entry level opportunity.",1
"Graduate with knowledge of Java, JavaScript, HTML, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Data Analysis, Machine Learning, Python, Docker and over 7 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Java, JavaScript, C, CSS seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, Data Analysis, Python, SQL, Cloud and over 10 years of experience.",2
"Experienced professional with skills in Data Analysis, Cloud, Deep Learning, Python, NLP and over 5 years of experience.",2
"Experienced professional with skills in Cloud, Deep Learning, SQL, TensorFlow, Python and over 8 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, Communication, Java, CSS seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, C, Communication, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, NLP, Machine Learning, Deep Learning, Python and over 8 years of experience.",2
"Experienced professional with skills in TensorFlow, Machine Learning, Python, Docker, Cloud and over 3 years of experience.",2
"Experienced professional with skills in SQL, PyTorch, Docker, Deep Learning, Data Analysis and over 3 years of experience.",2
"Graduate with knowledge of Communication, CSS, JavaScript, C++ seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Data Analysis, Docker, Machine Learning, Python and over 10 years of experience.",2
"Graduate with knowledge of C++, Communication, HTML, C seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Docker, NLP, Python, Machine Learning and over 9 years of experience.",2
"Experienced professional with skills in Python, Docker, Deep Learning, PyTorch, TensorFlow and over 8 years of experience.",2
"Experienced professional with skills in Data Analysis, Deep Learning, Cloud, TensorFlow, PyTorch and over 9 years of experience.",2
Fresher with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Deep Learning, PyTorch, Cloud, NLP and over 10 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in NLP, Data Analysis, Python, Deep Learning, SQL and over 6 years of experience.",2
"Experienced professional with skills in PyTorch, NLP, Deep Learning, TensorFlow, Machine Learning and over 7 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in NLP, Data Analysis, Deep Learning, Python, Docker and over 5 years of experience.",2
"Experienced professional with skills in Python, PyTorch, NLP, Machine Learning, Cloud and over 5 years of experience.",2
"Experienced professional with skills in Data Analysis, SQL, Cloud, Python, Machine Learning and over 3 years of experience.",2
"Experienced professional with skills in NLP, PyTorch, Data Analysis, TensorFlow, Python and over 9 years of experience.",2
"Graduate with knowledge of CSS, Excel, HTML, C++ seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Basic Python, Java, CSS seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, C, C++, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of Excel, JavaScript, HTML, CSS seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Basic Python, C++, HTML seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of C++, JavaScript, HTML, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Machine Learning, Python, Docker, Data Analysis and over 8 years of experience.",2
"Graduate with knowledge of Excel, JavaScript, HTML, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, Docker, TensorFlow, Data Analysis, NLP and over 9 years of experience.",2
"Experienced professional with skills in SQL, Machine Learning, Cloud, Data Analysis, PyTorch and over 8 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in Docker, SQL, Python, PyTorch, Data Analysis and over 7 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of CSS, Basic Python, JavaScript, HTML seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, Python, Docker, Cloud, PyTorch and over 6 years of experience.",2
"Experienced professional with skills in Deep Learning, Data Analysis, SQL, NLP, Machine Learning and over 9 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Python, Cloud, Deep Learning, NLP, PyTorch and over 9 years of experience.",2
"Graduate with knowledge of Excel, C++, C, Communication seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, Communication, C, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Machine Learning, Data Analysis, Deep Learning, PyTorch and over 7 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C++, HTML, Basic Python, Communication seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Deep Learning, Python, TensorFlow, NLP and over 9 years of experience.",2
"Graduate with knowledge of C++, Basic Python, Communication, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Java, Basic Python, JavaScript, Communication seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, NLP, Machine Learning, Data Analysis, Docker and over 8 years of experience.",2
"Experienced professional with skills in TensorFlow, Deep Learning, Machine Learning, NLP, Data Analysis and over 3 years of experience.",2
"Experienced professional with skills in SQL, Docker, NLP, TensorFlow, Cloud and over 10 years of experience.",2
"Graduate with knowledge of Basic Python, C++, HTML, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, Java, C, C++ seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of Java, JavaScript, CSS, Basic Python seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of C++, JavaScript, Java, C seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Cloud, PyTorch, Python, NLP, Deep Learning and over 4 years of experience.",2
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Communication, CSS, HTML, Basic Python seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of Basic Python, JavaScript, CSS, C seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, TensorFlow, Docker, Cloud, Deep Learning and over 10 years of experience.",2
"Graduate with knowledge of Excel, C, Communication, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, SQL, NLP, Cloud, Docker and over 10 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Data Analysis, Python, Cloud, Deep Learning and over 10 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C++, CSS, Java, C seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, TensorFlow, SQL, Deep Learning, NLP and over 4 years of experience.",2
"Experienced professional with skills in Deep Learning, NLP, Python, Machine Learning, TensorFlow and over 5 years of experience.",2
"Graduate with knowledge of Basic Python, JavaScript, HTML, Java seeking entry level opportunity.",1
"Graduate with knowledge of C, Communication, C++, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Machine Learning, Python, Deep Learning, PyTorch and over 3 years of experience.",2
"Experienced professional with skills in Machine Learning, TensorFlow, Cloud, Data Analysis, SQL and over 8 years of experience.",2
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Machine Learning, NLP, Data Analysis, Python and over 5 years of experience.",2
Interested in IT field with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in PyTorch, NLP, SQL, Deep Learning, TensorFlow and over 8 years of experience.",2
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of C, CSS, Excel, Communication seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Basic Python, Java, C seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, SQL, Machine Learning, PyTorch, NLP and over 4 years of experience.",2
"Experienced professional with skills in Docker, Cloud, TensorFlow, PyTorch, Data Analysis and over 3 years of experience.",2
"Experienced professional with skills in Data Analysis, PyTorch, Python, TensorFlow, NLP and over 4 years of experience.",2
"Experienced professional with skills in PyTorch, TensorFlow, Data Analysis, Docker, SQL and over 3 years of experience.",2
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, Excel, Java, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Communication, Java, HTML seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C, C++, JavaScript, HTML seeking entry level opportunity.",1
"Graduate with knowledge of CSS, C++, JavaScript, HTML seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, SQL, Machine Learning, Docker, Cloud and over 7 years of experience.",2
"Graduate with knowledge of C, C++, Java, Excel seeking entry level opportunity.",1
"Graduate with knowledge of Communication, CSS, Excel, HTML seeking entry level opportunity.",1
"Graduate with knowledge of C, HTML, Excel, C++ seeking entry level opportunity.",1
"Graduate with knowledge of C, JavaScript, Java, C++ seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, JavaScript, C++, HTML seeking entry level opportunity.",1
"Graduate with knowledge of C++, Communication, HTML, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, TensorFlow, Machine Learning, NLP, Docker and over 3 years of experience.",2
"Graduate with knowledge of Java, CSS, JavaScript, HTML seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of C, C++, Java, HTML seeking entry level opportunity.",1
"Graduate with knowledge of CSS, Java, JavaScript, Excel seeking entry level opportunity.",1
"Graduate with knowledge of HTML, Basic Python, Java, Communication seeking entry level opportunity.",1
"Graduate with knowledge of C, Communication, JavaScript, Excel seeking entry level opportunity.",1
"Graduate with knowledge of CSS, Java, Excel, Basic Python seeking entry level opportunity.",1
